class,genus,species,female_body_mass_g,male_body_mass_g
Aves,Threskiornis,melanocephalus,1424.5,1572.75
Aves,Threskiornis,moluccus,1605.95,1618
Aves,Threskiornis,spinicollis,1237.5,1465
Aves,Phaethon,aethereus,750,-999
Aves,Phaethon,lepturus,392,-999
Aves,Phaethon,rubricauda,220.2,218.7
Aves,Phoeniconaias,minor,1590,1930
Aves,Phoenicoparrus,andinus,2050,3625
Aves,Phoenicoparrus,jamesi,-999,-999
Aves,Phoenicopterus,chilensis,2530,3574.5
Aves,Phoenicopterus,roseus,2530,3574.5
Aves,Phoenicopterus,ruber,2530,3574.5
Aves,Bucco,capensis,-999,-999
Aves,Bucco,macrodactylus,-999,-999
Aves,Bucco,tamatia,-999,-999
Aves,Chelidoptera,tenebrosa,38,32.5
Aves,Hapaloptila,castanea,-999,-999
Aves,Hypnelus,bicinctus,-999,-999
Aves,Hypnelus,ruficollis,-999,-999
Aves,Malacoptila,fulvogularis,-999,-999
Aves,Malacoptila,fusca,-999,-999
Aves,Malacoptila,mystacalis,-999,-999
Aves,Malacoptila,panamensis,-999,-999
Aves,Malacoptila,rufa,49.5,47
Aves,Malacoptila,semicincta,-999,-999
Aves,Malacoptila,striata,-999,-999
Aves,Micromonacha,lanceolata,-999,-999
Aves,Monasa,atra,-999,-999
Aves,Monasa,flavirostris,-999,-999
Aves,Monasa,morphoeus,-999,-999
Aves,Monasa,nigrifrons,-999,-999
Aves,Nonnula,amaurocephala,-999,-999
Aves,Nonnula,frontalis,-999,-999
Aves,Nonnula,rubecula,-999,-999
Aves,Nonnula,ruficapilla,-999,-999
Aves,Nonnula,sclateri,-999,-999
Aves,Notharchus,hyperrhynchus,125,120
Aves,Notharchus,macrorhynchos,125,120
Aves,Notharchus,ordii,-999,-999
Aves,Notharchus,pectoralis,-999,69.1
Aves,Notharchus,swainsoni,125,120
Aves,Notharchus,tectus,27.5,26.3
Aves,Nystalus,chacuru,-999,-999
Aves,Nystalus,maculatus,-999,-999
Aves,Nystalus,radiatus,-999,-999
Aves,Nystalus,striatipectus,-999,-999
Aves,Nystalus,striolatus,-999,-999
Aves,Capito,auratus,51.6,55.2
Aves,Capito,aurovirens,-999,-999
Aves,Capito,brunneipectus,51.6,56.55
Aves,Capito,dayi,-999,-999
Aves,Capito,fitzpatricki,-999,-999
Aves,Capito,hypoleucus,67.3,74.625
Aves,Capito,maculicoronatus,49.35,56
Aves,Capito,niger,51.6,55.2
Aves,Capito,quinticolor,58.225,62.075
Aves,Capito,squamatus,57.275,61.15
Aves,Capito,wallacei,-999,-999
Aves,Eubucco,bourcierii,-999,-999
Aves,Eubucco,richardsoni,-999,-999
Aves,Eubucco,tucinkae,-999,41.975
Aves,Eubucco,versicolor,-999,-999
Aves,Brachygalba,goeringi,-999,-999
Aves,Brachygalba,lugubris,-999,-999
Aves,Brachygalba,salmoni,16,18.5
Aves,Galbalcyrhynchus,leucotis,-999,-999
Aves,Galbalcyrhynchus,purusianus,-999,-999
Aves,Galbula,albirostris,21,22
Aves,Galbula,chalcothorax,-999,-999
Aves,Galbula,cyanescens,-999,-999
Aves,Galbula,cyanicollis,21,22
Aves,Galbula,dea,-999,-999
Aves,Galbula,galbula,21.5,21.5
Aves,Galbula,leucogastra,-999,-999
Aves,Galbula,pastazae,-999,-999
Aves,Galbula,ruficauda,26.9,26.1
Aves,Galbula,tombacea,-999,-999
Aves,Jacamaralcyon,tridactyla,18.55,18.1
Aves,Jacamerops,aureus,-999,-999
Aves,Indicator,archipelagicus,-999,-999
Aves,Indicator,conirostris,31.15,30
Aves,Indicator,exilis,17.325,19.0125
Aves,Indicator,indicator,46.8,48.9
Aves,Indicator,maculatus,46.4,50.6
Aves,Indicator,meliphilus,16.9,18.8
Aves,Indicator,minor,25.6,28.75
Aves,Indicator,pumilio,12.75,14
Aves,Indicator,variegatus,50.5,46.8
Aves,Indicator,willcocksi,17.1625,19.15
Aves,Indicator,xanthonotus,28.45,32.75
Aves,Melichneutes,robustus,52,56.9
Aves,Melignomon,eisentrauti,23.1,25.5
Aves,Melignomon,zenkeri,23.6,-999
Aves,Prodotiscus,insignis,10.7,11.5
Aves,Prodotiscus,regulus,14.4,14.1
Aves,Prodotiscus,zambesiae,10.7,10.6
Aves,Buccanodon,duchaillui,41.1,42.05
Aves,Gymnobucco,bonapartei,65.3,60.7
Aves,Gymnobucco,calvus,56.5,52.6
Aves,Gymnobucco,peli,51.6,-999
Aves,Lybius,bidentatus,76.25,81.25
Aves,Lybius,chaplini,-999,69.5
Aves,Lybius,dubius,87.6,92
Aves,Lybius,guifsobalito,41.7,41.5
Aves,Lybius,leucocephalus,61.8,63.8
Aves,Lybius,melanopterus,-999,41
Aves,Lybius,minor,-999,57
Aves,Lybius,rolleti,105,96
Aves,Lybius,torquatus,-999,-999
Aves,Lybius,undatus,38,24.2
Aves,Lybius,vieilloti,-999,-999
Aves,Pogoniulus,atroflavus,17.7,18.5
Aves,Pogoniulus,bilineatus,13,12.7
Aves,Pogoniulus,chrysoconus,13,12.7
Aves,Pogoniulus,coryphaea,-999,-999
Aves,Pogoniulus,leucomystax,10,11
Aves,Pogoniulus,pusillus,-999,-999
Aves,Pogoniulus,scolopaceus,-999,16.8
Aves,Pogoniulus,simplex,8.9,8.5
Aves,Pogoniulus,subsulphureus,-999,-999
Aves,Stactolaema,anchietae,48,43.4
Aves,Stactolaema,leucotis,63,-999
Aves,Stactolaema,olivacea,50.1,49
Aves,Stactolaema,whytii,55.7,53.3
Aves,Trachyphonus,darnaudii,46.4,45.8
Aves,Trachyphonus,erythrocephalus,-999,72.5
Aves,Trachyphonus,margaritatus,46.1,64
Aves,Trachyphonus,purpuratus,76.25,78
Aves,Trachyphonus,vaillantii,65.95,71.9
Aves,Tricholaema,diademata,29.7,30.5
Aves,Tricholaema,frontata,-999,25.5
Aves,Tricholaema,hirsuta,48,52.5
Aves,Tricholaema,lacrymosa,24.5,23.1
Aves,Tricholaema,leucomelas,29.8,32.9
Aves,Tricholaema,melanocephala,19.1,21.9
Aves,Caloramphus,fuliginosus,-999,-999
Aves,Megalaima,annamensis,-999,-999
Aves,Megalaima,armillaris,65,74
Aves,Megalaima,asiatica,-999,-999
Aves,Megalaima,australis,-999,-999
Aves,Megalaima,chrysopogon,-999,-999
Aves,Megalaima,corvina,-999,130
Aves,Megalaima,faber,-999,-999
Aves,Megalaima,faiostricta,-999,-999
Aves,Megalaima,flavifrons,-999,58.5
Aves,Megalaima,franklinii,83,90
Aves,Megalaima,haemacephala,-999,-999
Aves,Megalaima,henricii,-999,-999
Aves,Megalaima,javensis,-999,115
Aves,Megalaima,lineata,156,146
Aves,Megalaima,malabarica,35.5,36
Aves,Megalaima,monticola,99.55,86.9
Aves,Megalaima,mystacophanos,-999,-999
Aves,Megalaima,nuchalis,-999,-999
Aves,Megalaima,oorti,-999,-999
Aves,Megalaima,pulcherrima,-999,-999
Aves,Megalaima,rafflesii,-999,-999
Aves,Megalaima,rubricapillus,35.5,36
Aves,Megalaima,virens,199,273
Aves,Megalaima,viridis,-999,-999
Aves,Megalaima,zeylanica,-999,-999
Aves,Psilopogon,pyrolophus,-999,-999
Aves,Blythipicus,pyrrhotis,155,170
Aves,Blythipicus,rubiginosus,84.1,80.5
Aves,Campephilus,gayaquilensis,-999,-999
Aves,Campephilus,guatemalensis,-999,-999
Aves,Campephilus,haematogaster,-999,-999
Aves,Campephilus,imperialis,-999,-999
Aves,Campephilus,leucopogon,-999,-999
Aves,Campephilus,magellanicus,-999,-999
Aves,Campephilus,melanoleucos,256,262
Aves,Campephilus,principalis,448,448
Aves,Campephilus,robustus,-999,-999
Aves,Campephilus,rubricollis,199.5,218
Aves,Campethera,abingoni,70,67
Aves,Campethera,bennettii,67,68.4
Aves,Campethera,cailliautii,43,49
Aves,Campethera,caroli,56.5,58.5
Aves,Campethera,maculosa,-999,-999
Aves,Campethera,mombassica,70,67
Aves,Campethera,nivosa,34.5,34.7
Aves,Campethera,notata,-999,-999
Aves,Campethera,nubica,60.1,63.1
Aves,Campethera,punctuligera,72.5,67
Aves,Campethera,scriptoricauda,63.55,65.75
Aves,Campethera,tullbergi,49,53
Aves,Celeus,castaneus,-999,-999
Aves,Celeus,elegans,146,142
Aves,Celeus,flavescens,-999,-999
Aves,Celeus,flavus,-999,-999
Aves,Celeus,grammicus,72.4,75.75
Aves,Celeus,loricatus,-999,-999
Aves,Celeus,lugubris,-999,137.25
Aves,Celeus,obrieni,-999,-999
Aves,Celeus,ochraceus,-999,-999
Aves,Celeus,spectabilis,-999,-999
Aves,Celeus,torquatus,-999,-999
Aves,Celeus,undatus,-999,-999
Aves,Chrysocolaptes,erythrocephalus,174.5,211
Aves,Chrysocolaptes,festivus,-999,-999
Aves,Chrysocolaptes,guttacristatus,174.5,211
Aves,Chrysocolaptes,haematribon,174.5,211
Aves,Chrysocolaptes,lucidus,174.5,211
Aves,Chrysocolaptes,stricklandi,174.5,211
Aves,Chrysocolaptes,strictus,174.5,211
Aves,Chrysocolaptes,xanthocephalus,174.5,211
Aves,Chrysophlegma,flavinucha,169.5,185
Aves,Chrysophlegma,mentale,-999,-999
Aves,Chrysophlegma,miniaceum,-999,-999
Aves,Colaptes,aeruginosus,55.7,57.85
Aves,Colaptes,atricollis,73.6,78.625
Aves,Colaptes,auratus,128.4,128
Aves,Colaptes,auricularis,-999,65.75
Aves,Colaptes,campestris,-999,-999
Aves,Colaptes,chrysoides,-999,-999
Aves,Colaptes,fernandinae,-999,-999
Aves,Colaptes,melanochloros,113,128.75
Aves,Colaptes,pitius,-999,-999
Aves,Colaptes,punctigula,60.5,64.25
Aves,Colaptes,rivolii,-999,-999
Aves,Colaptes,rubiginosus,55.7,57.85
Aves,Colaptes,rupicola,-999,-999
Aves,Dendrocopos,analis,45,45.5
Aves,Dendrocopos,assimilis,-999,-999
Aves,Dendrocopos,atratus,-999,-999
Aves,Dendrocopos,auriceps,39,41
Aves,Dendrocopos,canicapillus,24,22
Aves,Dendrocopos,cathpharius,27,35
Aves,Dendrocopos,darjellensis,67,75
Aves,Dendrocopos,dorae,-999,-999
Aves,Dendrocopos,himalayensis,63,73
Aves,Dendrocopos,hyperythrus,46,47.5
Aves,Dendrocopos,kizuki,-999,-999
Aves,Dendrocopos,leucopterus,-999,-999
Aves,Dendrocopos,leucotos,117.5,116.25
Aves,Dendrocopos,macei,45,45.5
Aves,Dendrocopos,maculatus,-999,-999
Aves,Dendrocopos,mahrattensis,37,-999
Aves,Dendrocopos,major,70.85,80
Aves,Dendrocopos,medius,58.8,59.1
Aves,Dendrocopos,minor,21.5,21
Aves,Dendrocopos,moluccensis,16,-999
Aves,Dendrocopos,nanus,16,-999
Aves,Dendrocopos,obsoletus,-999,-999
Aves,Dendrocopos,ramsayi,-999,-999
Aves,Dendrocopos,syriacus,74,79.5
Aves,Dendropicos,abyssinicus,-999,-999
Aves,Dendropicos,elachus,-999,19
Aves,Dendropicos,elliotii,-999,-999
Aves,Dendropicos,fuscescens,27,26.5
Aves,Dendropicos,gabonensis,-999,-999
Aves,Dendropicos,goertae,41.4,47.8
Aves,Dendropicos,griseocephalus,38,44
Aves,Dendropicos,lugubris,-999,-999
Aves,Dendropicos,namaquus,-999,-999
Aves,Dendropicos,obsoletus,18.6,18.6
Aves,Dendropicos,poecilolaemus,29.2,27
Aves,Dendropicos,pyrrhogaster,67,70
Aves,Dendropicos,spodocephalus,-999,-999
Aves,Dendropicos,stierlingi,-999,-999
Aves,Dendropicos,xantholophus,59.5,51
Aves,Dinopium,benghalense,-999,-999
Aves,Dinopium,everetti,70.3,76.775
Aves,Dinopium,javanense,70.3,76.775
Aves,Dinopium,rafflesii,-999,-999
Aves,Dinopium,shorii,101,-999
Aves,Dryocopus,galeatus,124,-999
Aves,Dryocopus,hodgei,254.75,291.75
Aves,Dryocopus,javensis,254.75,291.75
Aves,Dryocopus,lineatus,186.5,202.5
Aves,Dryocopus,martius,319,310.65
Aves,Dryocopus,pileatus,274.35,307.25
Aves,Dryocopus,schulzi,-999,200
Aves,Gecinulus,grantia,-999,-999
Aves,Gecinulus,viridis,69.225,71.75
Aves,Geocolaptes,olivaceus,-999,119.75
Aves,Hemicircus,canente,-999,-999
Aves,Hemicircus,concretus,-999,-999
Aves,Jynx,ruficollis,51.15,54.1
Aves,Jynx,torquilla,35.9,38.8
Aves,Meiglyptes,jugularis,-999,-999
Aves,Meiglyptes,tristis,31.7,-999
Aves,Meiglyptes,tukki,-999,-999
Aves,Melanerpes,aurifrons,76.4,85.4
Aves,Melanerpes,cactorum,31.55,37.15
Aves,Melanerpes,candidus,-999,111
Aves,Melanerpes,carolinus,66,75.25
Aves,Melanerpes,chrysauchen,51.5,58.6
Aves,Melanerpes,chrysogenys,63.875,72.825
Aves,Melanerpes,cruentatus,54,59
Aves,Melanerpes,erythrocephalus,80,-999
Aves,Melanerpes,flavifrons,53,63
Aves,Melanerpes,formicivorus,77.35,81.35
Aves,Melanerpes,herminieri,-999,-999
Aves,Melanerpes,hoffmannii,76.4,85.4
Aves,Melanerpes,hypopolius,-999,52.4
Aves,Melanerpes,lewis,98.35,113
Aves,Melanerpes,portoricensis,57.325,64.15
Aves,Melanerpes,pucherani,59,66
Aves,Melanerpes,pulcher,51.5,58.6
Aves,Melanerpes,pygmaeus,44,45.25
Aves,Melanerpes,radiolatus,-999,-999
Aves,Melanerpes,rubricapillus,46.5,52.95
Aves,Melanerpes,santacruzi,76.4,85.4
Aves,Melanerpes,striatus,77.025,69.975
Aves,Melanerpes,superciliaris,70.7,84.75
Aves,Melanerpes,uropygialis,62.4,68.65
Aves,Micropternus,brachyurus,70,-999
Aves,Mulleripicus,fulvus,-999,-999
Aves,Mulleripicus,funebris,-999,-999
Aves,Mulleripicus,pulverulentus,-999,-999
Aves,Nesoctites,micromegas,34.35,29.925
Aves,Picoides,albolarvatus,59.2,63
Aves,Picoides,arcticus,68,74.7
Aves,Picoides,arizonae,44,43.75
Aves,Picoides,borealis,47.2,48.55
Aves,Picoides,dorsalis,53,57.775
Aves,Picoides,fumigatus,-999,-999
Aves,Picoides,major,84,-999
Aves,Picoides,nuttallii,36.8,39.3
Aves,Picoides,pubescens,28,27.55
Aves,Picoides,scalaris,30.15,33.825
Aves,Picoides,stricklandi,42,38.1
Aves,Picoides,tridactylus,61.2,70.1
Aves,Picoides,villosus,62.6,69.8
Aves,Piculus,aurulentus,-999,-999
Aves,Piculus,callopterus,-999,-999
Aves,Piculus,chrysochloros,-999,-999
Aves,Piculus,flavigula,170,185
Aves,Piculus,leucolaemus,-999,-999
Aves,Piculus,litae,-999,-999
Aves,Piculus,simplex,-999,-999
Aves,Picumnus,albosquamatus,-999,-999
Aves,Picumnus,aurifrons,8.6,9.3
Aves,Picumnus,castelnau,11.4,-999
Aves,Picumnus,cirratus,-999,-999
Aves,Picumnus,dorbignyanus,-999,-999
Aves,Picumnus,exilis,8.75,9
Aves,Picumnus,granadensis,-999,12.2
Aves,Picumnus,innominatus,-999,-999
Aves,Picumnus,lafresnayi,8.6,9.3
Aves,Picumnus,minutissimus,12.95,13.5
Aves,Picumnus,nebulosus,-999,-999
Aves,Picumnus,nigropunctatus,8.75,9
Aves,Picumnus,olivaceus,13,-999
Aves,Picumnus,pumilus,-999,-999
Aves,Picumnus,pygmaeus,11,-999
Aves,Picumnus,rufiventris,-999,-999
Aves,Picumnus,sclateri,12.4,9.8
Aves,Picumnus,spilogaster,-999,-999
Aves,Picumnus,squamulatus,-999,-999
Aves,Picumnus,steindachneri,-999,-999
Aves,Picumnus,subtilis,-999,10.4
Aves,Picumnus,temminckii,-999,-999
Aves,Picus,awokera,-999,-999
Aves,Picus,canus,136,137
Aves,Picus,chlorolophus,66,65.75
Aves,Picus,erythropygius,-999,-999
Aves,Picus,flavinucha,169.5,185
Aves,Picus,puniceus,-999,-999
Aves,Picus,sharpei,198,189
Aves,Picus,squamatus,170,185
Aves,Picus,vaillantii,198,166
Aves,Picus,viridanus,-999,-999
Aves,Picus,viridis,198,189
Aves,Picus,vittatus,102.8,110.75
Aves,Picus,xanthopygaeus,-999,-999
Aves,Reinwardtipicus,validus,-999,-999
Aves,Sasia,abnormis,-999,-999
Aves,Sasia,africana,-999,-999
Aves,Sasia,ochracea,-999,-999
Aves,Sphyrapicus,nuchalis,49.2,50.5
Aves,Sphyrapicus,ruber,57.7,58.3
Aves,Sphyrapicus,thyroideus,50.8,47.6
Aves,Sphyrapicus,varius,49,-999
Aves,Veniliornis,affinis,33.725,36
Aves,Veniliornis,callonotus,24.6,28.275
Aves,Veniliornis,cassini,-999,-999
Aves,Veniliornis,chocoensis,-999,-999
Aves,Veniliornis,dignus,-999,-999
Aves,Veniliornis,frontalis,-999,-999
Aves,Veniliornis,kirkii,-999,-999
Aves,Veniliornis,lignarius,-999,-999
Aves,Veniliornis,mixtus,27.25,30.3
Aves,Veniliornis,nigriceps,42.2,45.8
Aves,Veniliornis,passerinus,-999,-999
Aves,Veniliornis,sanguineus,-999,-999
Aves,Veniliornis,spilogaster,-999,-999
Aves,Xiphidiopicus,percussus,61.65,69.75
Aves,Andigena,cucullata,300.5,326
Aves,Andigena,hypoglauca,290.75,338.75
Aves,Andigena,laminirostris,-999,-999
Aves,Andigena,nigrirostris,-999,-999
Aves,Aulacorhynchus,albivitta,170,180
Aves,Aulacorhynchus,atrogularis,170,180
Aves,Aulacorhynchus,caeruleogularis,170,180
Aves,Aulacorhynchus,coeruleicinctis,-999,-999
Aves,Aulacorhynchus,cognatus,170,180
Aves,Aulacorhynchus,derbianus,205.75,223.5
Aves,Aulacorhynchus,griseigularis,170,180
Aves,Aulacorhynchus,haematopygus,205,220.5
Aves,Aulacorhynchus,huallagae,278,262
Aves,Aulacorhynchus,lautus,170,180
Aves,Aulacorhynchus,prasinus,170,180
Aves,Aulacorhynchus,sulcatus,-999,-999
Aves,Aulacorhynchus,wagleri,170,180
Aves,Aulacorhynchus,whitelianus,205.75,223.5
Aves,Pteroglossus,aracari,221.25,270
Aves,Pteroglossus,azara,-999,-999
Aves,Pteroglossus,bailloni,-999,-999
Aves,Pteroglossus,beauharnaesii,228.5,207.25
Aves,Pteroglossus,bitorquatus,-999,-999
Aves,Pteroglossus,castanotis,-999,-999
Aves,Pteroglossus,erythropygius,190.125,198.375
Aves,Pteroglossus,frantzii,190.125,227.75
Aves,Pteroglossus,inscriptus,120.125,134.25
Aves,Pteroglossus,mariae,-999,-999
Aves,Pteroglossus,pluricinctus,241,275.25
Aves,Pteroglossus,sanguineus,208.75,228.5
Aves,Pteroglossus,torquatus,190.125,198.375
Aves,Pteroglossus,viridis,-999,-999
Aves,Ramphastos,ambiguus,623.5,709
Aves,Ramphastos,brevis,623.5,709
Aves,Ramphastos,citreolaemus,344.5,372.5
Aves,Ramphastos,dicolorus,-999,-999
Aves,Ramphastos,sulfuratus,386.5,435.125
Aves,Ramphastos,toco,-999,-999
Aves,Ramphastos,tucanus,688.5,713.5
Aves,Ramphastos,vitellinus,344.5,372.5
Aves,Selenidera,gouldii,173.75,187.75
Aves,Selenidera,maculirostris,-999,-999
Aves,Selenidera,nattereri,153,164.25
Aves,Selenidera,piperivora,-999,-999
Aves,Selenidera,reinwardtii,156.75,176
Aves,Selenidera,spectabilis,-999,-999
Aves,Semnornis,frantzii,-999,-999
Aves,Semnornis,ramphastinus,-999,-999
Aves,Aechmophorus,clarkii,1066.125,1282.875
Aves,Aechmophorus,occidentalis,1074,1283.5
Aves,Podiceps,andinus,319,375.25
Aves,Podiceps,auritus,378,441
Aves,Podiceps,cristatus,830,920
Aves,Podiceps,gallardoi,-999,-999
Aves,Podiceps,grisegena,823,873.5
Aves,Podiceps,major,1646,-999
Aves,Podiceps,nigricollis,319,375.25
Aves,Podiceps,occipitalis,307,335
Aves,Podiceps,taczanowskii,360,423
Aves,Podilymbus,gigas,568,830
Aves,Podilymbus,podiceps,358,498
Aves,Poliocephalus,poliocephalus,223.1,257.9
Aves,Poliocephalus,rufopectus,251.9,245.6
Aves,Rollandia,microptera,-999,-999
Aves,Rollandia,rolland,344.5,240
Aves,Tachybaptus,dominicus,122.7,141.15
Aves,Tachybaptus,novaehollandiae,104.3,193
Aves,Tachybaptus,pelzelnii,-999,-999
Aves,Tachybaptus,ruficollis,167.125,180.375
Aves,Tachybaptus,tricolor,167.125,180.375
Aves,Diomedea,albatrus,-999,-999
Aves,Diomedea,amsterdamensis,6719,8559
Aves,Diomedea,antipodensis,6950,8600
Aves,Diomedea,dabbenena,6950,8600
Aves,Diomedea,epomophora,7630,8840
Aves,Diomedea,exulans,6950,8600
Aves,Diomedea,sanfordi,7630,8840
Aves,Phoebastria,albatrus,-999,-999
Aves,Phoebastria,immutabilis,2990,3310
Aves,Phoebastria,irrorata,3040,3750
Aves,Phoebastria,nigripes,2990,3400
Aves,Phoebetria,fusca,2575,2765
Aves,Phoebetria,palpebrata,-999,3000
Aves,Thalassarche,bulleri,2605,3000
Aves,Thalassarche,carteri,2434,-999
Aves,Thalassarche,cauta,3663.75,4306.25
Aves,Thalassarche,chlororhynchos,2434,-999
Aves,Thalassarche,chrysostoma,3870,3900
Aves,Thalassarche,eremita,3663.75,4306.25
Aves,Thalassarche,impavida,3170,3710
Aves,Thalassarche,melanophris,3170,3710
Aves,Thalassarche,salvini,3663.75,4306.25
Aves,Fregetta,grallaria,52,47
Aves,Fregetta,tropica,54.2,51.7
Aves,Garrodia,nereis,29,29
Aves,Hydrobates,pelagicus,-999,-999
Aves,Nesofregetta,fuliginosa,-999,-999
Aves,Oceanites,gracilis,-999,-999
Aves,Oceanites,oceanicus,36.2,33.8
Aves,Oceanodroma,castro,-999,-999
Aves,Oceanodroma,furcata,60,60
Aves,Oceanodroma,homochroa,-999,-999
Aves,Oceanodroma,hornbyi,-999,-999
Aves,Oceanodroma,leucorhoa,45.4,45.3
Aves,Oceanodroma,markhami,-999,-999
Aves,Oceanodroma,matsudairae,-999,62
Aves,Oceanodroma,melania,-999,-999
Aves,Oceanodroma,microsoma,-999,-999
Aves,Oceanodroma,monorhis,-999,-999
Aves,Oceanodroma,tethys,-999,-999
Aves,Oceanodroma,tristrami,-999,-999
Aves,Pelagodroma,marina,41.4,40.2
Aves,Pelecanoides,garnotii,-999,-999
Aves,Pelecanoides,georgicus,-999,-999
Aves,Pelecanoides,magellani,-999,132
Aves,Pelecanoides,urinatrix,101,110.3
Aves,Aphrodroma,brevirostris,-999,-999
Aves,Bulweria,bulwerii,99.9,107
Aves,Bulweria,fallax,-999,-999
Aves,Calonectris,borealis,832.15,955.6
Aves,Calonectris,diomedea,832.15,955.6
Aves,Calonectris,edwardsii,832.15,955.6
Aves,Calonectris,leucomelas,-999,-999
Aves,Daption,capense,413,448.5
Aves,Fulmarus,glacialis,686.5,840
Aves,Fulmarus,glacialoides,745,845
Aves,Halobaena,caerulea,-999,180
Aves,Macronectes,giganteus,3900,4945
Aves,Macronectes,halli,3724,4888.5
Aves,Pachyptila,belcheri,145,145
Aves,Pachyptila,crassirostris,137.25,151
Aves,Pachyptila,desolata,153,160
Aves,Pachyptila,salvini,196,196
Aves,Pachyptila,turtur,136.8,141.4
Aves,Pachyptila,vittata,196,196
Aves,Pagodroma,nivea,293,341
Aves,Procellaria,aequinoctialis,1280,1390
Aves,Procellaria,cinerea,-999,-999
Aves,Procellaria,conspicillata,1280,1390
Aves,Procellaria,parkinsoni,682,723
Aves,Procellaria,westlandica,1176,1232.5
Aves,Pseudobulweria,aterrima,-999,232
Aves,Pseudobulweria,becki,-999,-999
Aves,Pseudobulweria,macgillivrayi,-999,-999
Aves,Pseudobulweria,rostrata,-999,-999
Aves,Pterodroma,alba,-999,-999
Aves,Pterodroma,arminjoniana,-999,-999
Aves,Pterodroma,axillaris,165,-999
Aves,Pterodroma,baraui,-999,-999
Aves,Pterodroma,brevipes,-999,-999
Aves,Pterodroma,brevirostris,230.3,246
Aves,Pterodroma,cahow,-999,-999
Aves,Pterodroma,caribbaea,-999,-999
Aves,Pterodroma,cervicalis,-999,-999
Aves,Pterodroma,cookii,194,172.5
Aves,Pterodroma,defilippiana,-999,-999
Aves,Pterodroma,deserta,-999,-999
Aves,Pterodroma,externa,-999,-999
Aves,Pterodroma,feae,-999,-999
Aves,Pterodroma,hasitata,-999,-999
Aves,Pterodroma,heraldica,-999,-999
Aves,Pterodroma,hypoleuca,-999,-999
Aves,Pterodroma,incerta,-999,-999
Aves,Pterodroma,inexpectata,280.1,302
Aves,Pterodroma,lessonii,-999,590
Aves,Pterodroma,leucoptera,-999,-999
Aves,Pterodroma,longirostris,-999,-999
Aves,Pterodroma,macroptera,667,668
Aves,Pterodroma,madeira,-999,-999
Aves,Pterodroma,magentae,-999,-999
Aves,Pterodroma,mollis,-999,-999
Aves,Pterodroma,neglecta,-999,-999
Aves,Pterodroma,nigripennis,165.9,169.6
Aves,Pterodroma,occulta,-999,-999
Aves,Pterodroma,phaeopygia,429,430
Aves,Pterodroma,pycrofti,-999,-999
Aves,Pterodroma,sandwichensis,429,430
Aves,Pterodroma,solandri,423.75,519.75
Aves,Pterodroma,ultima,-999,-999
Aves,Puffinus,assimilis,222,-999
Aves,Puffinus,auricularis,439,468
Aves,Puffinus,bailloni,192.5,130
Aves,Puffinus,bannermani,192.5,130
Aves,Puffinus,baroli,192.5,130
Aves,Puffinus,boydi,192.5,130
Aves,Puffinus,bulleri,306.5,345
Aves,Puffinus,carneipes,-999,-999
Aves,Puffinus,creatopus,-999,-999
Aves,Puffinus,gavia,245.5,221.25
Aves,Puffinus,gravis,870,880
Aves,Puffinus,griseus,-999,787
Aves,Puffinus,heinrothi,163,130
Aves,Puffinus,huttoni,-999,-999
Aves,Puffinus,lherminieri,163,130
Aves,Puffinus,mauretanicus,444.5,473
Aves,Puffinus,nativitatis,324,-999
Aves,Puffinus,newelli,425,468
Aves,Puffinus,opisthomelas,439,468
Aves,Puffinus,pacificus,474.6,457
Aves,Puffinus,persicus,192.5,130
Aves,Puffinus,puffinus,439,468
Aves,Puffinus,subalaris,163,130
Aves,Puffinus,tenuirostris,528,560
Aves,Puffinus,yelkouan,444.5,473
Aves,Thalassoica,antarctica,673,681
Aves,Cacatua,alba,-999,-999
Aves,Cacatua,ducorpsii,-999,-999
Aves,Cacatua,galerita,367.25,569.5
Aves,Cacatua,goffiniana,-999,-999
Aves,Cacatua,haematuropygia,-999,-999
Aves,Cacatua,moluccensis,850,-999
Aves,Cacatua,ophthalmica,-999,492
Aves,Cacatua,pastinator,551,610
Aves,Cacatua,roseicapilla,-999,-999
Aves,Cacatua,sanguinea,487.9,562
Aves,Cacatua,sulphurea,284.5,324
Aves,Cacatua,tenuirostris,546,588
Aves,Callocephalon,fimbriatum,258.5,254.8
Aves,Calyptorhynchus,banksii,729.3,740.9
Aves,Calyptorhynchus,baudinii,655,630.7
Aves,Calyptorhynchus,funereus,800,731
Aves,Calyptorhynchus,lathami,405.4,462.5
Aves,Calyptorhynchus,latirostris,643.5,649.7
Aves,Eolophus,roseicapilla,299.3,286
Aves,Lophochroa,leadbeateri,392,424
Aves,Nymphicus,hollandicus,97.1,92.2
Aves,Probosciger,aterrimus,905.85,882
Aves,Agapornis,canus,31.4,28.2
Aves,Agapornis,fischeri,53.1,48.7
Aves,Agapornis,lilianae,39.75,39
Aves,Agapornis,nigrigenis,43,37.9
Aves,Agapornis,personatus,56,49
Aves,Agapornis,pullarius,38,37.4
Aves,Agapornis,roseicollis,56,55.4
Aves,Agapornis,swindernianus,-999,40
Aves,Agapornis,taranta,56,59
Aves,Alipiopsitta,xanthops,-999,-999
Aves,Alisterus,amboinensis,-999,-999
Aves,Alisterus,chloropterus,-999,-999
Aves,Alisterus,scapularis,243,222
Aves,Amazona,aestiva,400,-999
